param,estimate,SE,MOE_95,CI_low,CI_high,p_value
p1,0.009432923048734665,0.001743056933293508,0.0035317688208699387,0.005901154227864726,0.012964691869604604,3.931063073834754e-06
p2,0.0999036356806755,0.1271111430095604,0.2575516399329865,-0.157648004252311,0.357455275613662,0.43689854194529965
p3,0.0025428838562220335,0.0027664090740581442,0.005605277215511949,-0.0030623933592899156,0.008148161071733983,0.3639448300573507
p4,0.25627052783966064,0.13543232606531386,0.2744119583240397,-0.01814143048437905,0.5306824861637003,0.06630380160009745
p6,0.1720619797706604,0.06566269775361394,0.13304526329053099,0.039016716480129415,0.3051072430611914,0.012665415115764569
p8,0.08744453638792038,0.033788844558993156,0.06846270217989406,0.01898183420802632,0.15590723856781444,0.01371539164079783
p9,2.891068288590759e-05,0.005251813362414211,0.010641184652159238,-0.01061227396927333,0.010670095335045145,0.9956373255169314
w0 (estimated),0.0371348038315773,,,,,
x0 (fixed),6.052127361297607,,,,,
y0 (fixed),41.27791976928711,,,,,
z0 (fixed),0.1707180142402649,,,,,
W0 (fixed),0.0,,,,,
