sheet,elapsed_sec,R2,R2_adj,RSS,AIC,cond_JTJ,used_pinv,w0_est,x0_fixed,y0_fixed,z0_fixed,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
E1,202.73067270001047,0.9759717792837558,0.9712996252555972,23.8314048252782,-9.869046162506258,93772.69408419594,False,0.041169047355651855,3.0825417041778564,16.7020320892334,0.11563242971897125,0.02713661827147007,0.00023205239267554134,0.006560653913766146,0.37275657057762146,8.242332114605233e-07,0.23139332234859467,0.0004125876002945006,0.11362175643444061,0.006887511815875769,1.0
E2,308.86532699999225,0.9859640719656249,0.9832348637367185,29.053698965780622,-1.1508173084943887,114807.19692650349,False,0.05467984452843666,3.88151216506958,24.68014144897461,0.508366584777832,0.015533658675849438,0.07058849185705185,0.007650439627468586,0.20677903294563293,8.242332114605233e-07,0.14015360176563263,0.0004125876002945006,0.0632166936993599,0.0001007739920169115,1.0
E3,303.1717140999972,0.9841162295967568,0.981027718685015,30.72571485790778,1.3111637650943835,78072.92399589893,False,0.03717130422592163,3.6852974891662598,23.26363182067871,0.1326395869255066,0.017141934484243393,0.09983081370592117,0.007339220494031906,0.17525972425937653,8.242332114605233e-07,0.1376579999923706,0.0004125876002945006,0.06608322262763977,0.002878537168726325,1.0
E4,315.06762600000366,0.9898538486687061,0.9878809859098434,63.4709660613805,33.23240047288161,644167.9796924129,False,0.0371348038315773,6.052127361297607,41.27791976928711,0.1707180142402649,0.009432923048734665,0.0999036356806755,0.0025428838562220335,0.25627052783966064,8.242332114605233e-07,0.1720619797706604,0.0004125876002945006,0.08744453638792038,2.891068288590759e-05,1.0
E5,314.14187619999575,0.9881465071831576,0.9858416613576604,81.94927924135,44.475189660848656,455298.14503030886,False,0.03632853180170059,4.547883987426758,42.4019660949707,0.042393412441015244,0.008311458863317966,0.054147910326719284,0.0030266328249126673,0.15286368131637573,8.242332114605233e-07,0.12823006510734558,0.0004125876002945006,0.06195677071809769,2.0588762708939612e-05,1.0
E6,300.3679759000079,0.9803813843855534,0.9765666535716333,134.50321530815546,66.27664381199972,850917.996705927,False,0.05116567388176918,5.6045308113098145,41.20490264892578,0.06092072278261185,0.0082074711099267,0.04107184335589409,0.0029774003196507692,0.28547990322113037,8.242332114605233e-07,0.12862898409366608,0.0004125876002945006,0.06619100272655487,2.0563787984428927e-05,1.0
E7,299.7317452999996,0.9892256409677813,0.9871306267115165,65.66222827070821,34.72581653068196,460392.4106385449,False,0.05387149751186371,6.101893901824951,40.325279235839844,0.1568724364042282,0.008605306036770344,0.09997078031301498,0.0017078574746847153,0.2286643236875534,8.242332114605233e-07,0.13808633387088776,0.0004125876002945006,0.0708470344543457,2.0650040823966265e-05,1.0
E8,300.4842413999868,0.9773796894860867,0.972981295775048,426.69709282109136,117.0740398068157,10124672.818697596,False,0.051416583359241486,5.180769443511963,68.1485595703125,0.019215669482946396,0.003901913994923234,0.09997278451919556,0.0001902810181491077,0.3281637132167816,8.242332114605233e-07,0.1582915186882019,0.0004125876002945006,0.07812389731407166,1.594682180439122e-05,1.0
E9,304.91669349999574,0.9605910646161445,0.9529282160692837,768.9156127188899,142.98594121101112,7888919.903326363,False,0.04224524646997452,7.242109298706055,68.10994720458984,0.01321801170706749,0.004657467361539602,0.09995850175619125,0.00155361695215106,0.37114033102989197,8.242332114605233e-07,0.09192518889904022,0.0004125876002945006,0.04647305980324745,1.7259888409171253e-05,1.0
E10,299.5192284000077,0.9778551879784939,0.9735492523076456,544.7116183509022,127.81805383375654,2721407.688002498,False,0.023238807916641235,6.0969038009643555,78.09254455566406,0.8276510834693909,0.004749021027237177,0.09993983060121536,0.001726276706904173,0.15748393535614014,8.242332114605233e-07,0.09511365741491318,0.0004125876002945006,0.04804345965385437,1.9503544535837136e-05,1.0
