param,estimate,SE,MOE_95,CI_low,CI_high,p_value
p1,0.003901913994923234,0.0018537321742729046,0.0037560181599863227,0.00014589583493691133,0.007657932154909557,0.04215110803528759
p2,0.09997278451919556,0.33270626142549337,0.6741269193029271,-0.5741541347837316,0.7740997038221227,0.7654902342218558
p3,0.0001902810181491077,0.0037844487929751575,0.007668021621045874,-0.0074777406028967664,0.007858302639194983,0.9601699424399381
p4,0.3281637132167816,0.4006980144234978,0.8118912967756206,-0.48372758355883894,1.1400550099924023,0.41804174883528256
p6,0.1582915186882019,0.10667709166477278,0.21614831910902801,-0.05785680042082611,0.3744398377972299,0.14632140875933652
p8,0.07812389731407166,0.0534299729529441,0.1082594084971045,-0.030135511183032843,0.18638330581117615,0.15213614275031523
p9,1.594682180439122e-05,0.012569486015493582,0.025468197828742885,-0.025452251006938494,0.025484144650547276,0.9989945453226959
w0 (estimated),0.051416583359241486,,,,,
x0 (fixed),5.180769443511963,,,,,
y0 (fixed),68.1485595703125,,,,,
z0 (fixed),0.019215669482946396,,,,,
W0 (fixed),0.0,,,,,
