param,estimate,SE,MOE_95,CI_low,CI_high,p_value
p1,0.008311458863317966,0.0014418877032731452,0.0029215419969063996,0.005389916866411567,0.011233000860224366,1.3096516170080875e-06
p2,0.054147910326719284,0.107010719756751,0.21682431383444908,-0.1626764035077298,0.2709722241611684,0.6158551700624081
p3,0.0030266328249126673,0.003667907621372755,0.007431886777512504,-0.004405253952599837,0.010458519602425172,0.41456595356747106
p4,0.15286368131637573,0.09462769913274538,0.19173393077655487,-0.03887024946017914,0.3445976120929306,0.11471576030403692
p6,0.12823006510734558,0.04907135162753035,0.09942800281835322,0.02880206228899236,0.22765806792569881,0.012893782304040221
p8,0.06195677071809769,0.024372761814990717,0.04938390629273787,0.01257286442535982,0.11134067701083555,0.015339806124683563
p9,2.0588762708939612e-05,0.00731372241065543,0.01481900922515712,-0.01479842046244818,0.01483959798786606,0.9977690122658445
w0 (estimated),0.03632853180170059,,,,,
x0 (fixed),4.547883987426758,,,,,
y0 (fixed),42.4019660949707,,,,,
z0 (fixed),0.042393412441015244,,,,,
W0 (fixed),0.0,,,,,
