param,estimate,SE,MOE_95,CI_low,CI_high,p_value
p1,0.004749021027237177,0.0015132919080912057,0.0030662206585373407,0.0016828003686998362,0.007815241685774518,0.0033303337403748023
p2,0.09993983060121536,0.13902554629581126,0.28169251407307727,-0.1817526834718619,0.38163234467429263,0.4767431644771343
p3,0.001726276706904173,0.00304107391455024,0.006161801045176126,-0.004435524338271953,0.007888077752080298,0.5736987841901069
p4,0.15748393535614014,0.20123445111117824,0.40773972814326914,-0.250255792787129,0.5652236634994092,0.43884851372771627
p6,0.09511365741491318,0.08208441850762695,0.16631883011228085,-0.07120517269736767,0.26143248752719406,0.25399055355957945
p8,0.04804345965385437,0.041997093231665575,0.08509419377513161,-0.03705073412127724,0.13313765342898598,0.25998288342144654
p9,1.9503544535837136e-05,0.013480220877658931,0.02731352194228017,-0.027294018397744334,0.027333025486816008,0.9988533724332831
w0 (estimated),0.023238807916641235,,,,,
x0 (fixed),6.0969038009643555,,,,,
y0 (fixed),78.09254455566406,,,,,
z0 (fixed),0.8276510834693909,,,,,
W0 (fixed),0.0,,,,,
