Set,t,w_exp,w_GA,x_exp,x_GA,y_exp,y_GA,z_exp,z_GA
E10,0,0.047917089313817,0.0419740869596394,6.1345278989027,6.1345278989027,78.5438315764584,78.5438315764584,0.868635863887189,0.868635863887189
E10,3,0.120608545774179,0.11756158260596,5.98766204804868,5.99437699701871,76.6509094651305,77.6250675181359,1.49911975267036,1.29909244143759
E10,6,0.35263635182022,0.325727654657442,5.61160812523089,5.62064151504806,73.8595546437653,75.2881849761372,2.59558069238594,2.47231903882397
E10,9,0.803580229303207,0.876639273628747,4.5684332282922,4.71463692633022,69.1960236320778,69.4079721802348,5.87072145405486,5.48997410677888
E10,12,1.77760838405505,2.19389445516982,2.87524678443083,2.9884136473934,57.5837961329985,56.3193304131992,12.9905206914115,12.2016717675032
E10,15,4.28775683724241,4.70806169103864,1.22720567990828,1.04176984096423,37.2178967439101,34.8016787999355,23.736551459268,23.0696531269132
E10,18,8.26633693402519,7.95857791199859,0.306012260847536,0.142202933682628,16.4443950035271,14.0287150155395,34.5146865200093,33.344763625378
E10,21,11.0469490356668,10.5587486325997,0.0328311692679799,0.00747724489776948,4.31320582260375,3.66157838087277,39.7538194140189,38.3832023011982
E10,24,11.8867640116288,11.9234050770691,0,0.000211186729151509,0.506251745882789,0.720011589868947,39.1709424590148,39.7770910317948
E10,27,12.1452816206099,12.4423002191036,0,4.49766391167503e-06,0,0.124493593217563,38.3545102405799,40.0268648763934
E10,30,12.522693304462,12.5644456868361,0,8.73703921784101e-08,0,0.020642139380391,39.3700709862094,40.0371761862853
