Set,t,w_exp,w_GA,x_exp,x_GA,y_exp,y_GA,z_exp,z_GA
E3,0,0.16549299443868,0.0584801335370358,3.69376368926291,3.69376368926291,23.3346337307678,23.3346337307678,0.124559998579405,0.124559998579405
E3,3,0.303609245808929,0.144879884902036,3.55476169606832,3.50271597305023,22.7222248904773,22.3650203985701,0.640216955368774,0.655461899602587
E3,6,0.573624698040159,0.350600720624954,3.08755363256801,3.07565332414071,20.7335593715381,20.1939238524916,2.04057729537283,1.86160610560961
E3,9,1.03153175938467,0.804411140427058,2.2296508140657,2.26427472550165,16.748953040453,15.9032519922772,4.6049004811065,4.24685692413053
E3,12,1.64634030386962,1.65871580674235,1.17535262710813,1.16424731279432,10.2270794991459,9.48005373896794,8.05654806587733,7.78145315320216
E3,15,2.69852136195686,2.88128169482979,0.375003125167791,0.332386407663122,3.72343569690844,3.58001297180451,11.2660620961382,10.9598473033684
E3,18,4.11837862236737,4.09226015186501,0.0535563491015707,0.0471185972039845,0.596548759257921,0.785330507653507,12.9365735686821,12.4174908108732
E3,21,5.01092898544678,4.91874833141533,0,0.00375160504425968,0,0.110113891485575,13.0754182512361,12.7502428749627
E3,24,5.35159498575443,5.3363820625462,0,0.000212415818959944,0,0.0118510663757528,12.6677959698507,12.7866296204434
E3,27,5.45827138513885,5.49896626183107,0,1.03089808708624e-05,0,0.00113170666030477,12.3126287080147,12.7790822248301
E3,30,5.50819210665423,5.53609537819001,0,4.75388155004106e-07,0,0.000103869584235568,11.9534605555227,12.7667495862138
