strain,Parameter,Estimate,SE,MoE,CI95_low,CI95_high,PValue,R2_adj,R2_w,R2_x,R2_y,R2_z,RSS_global,RSS_w,RSS_x,RSS_y,RSS_z,AIC
E7,p3,0.01,0.0535590283766976,0.108424584470582,-0.0984245844705823,0.118424584470582,0.852881366381532,0.999418680485547,0.998218094387019,0.999908260066737,0.999702985094786,0.998215535959294,2.85319452073052,0.222260300107243,0.00568131067245568,0.879257896216695,1.74599501373412,-106.102746577014
E7,p5,0.144553946167919,0.0145837143480797,0.0295231862144118,0.115030759953507,0.174077132382331,4.36218798343911e-12,0.999418680485547,0.998218094387019,0.999908260066737,0.999702985094786,0.998215535959294,2.85319452073052,0.222260300107243,0.00568131067245568,0.879257896216695,1.74599501373412,-106.102746577014
E7,p7,0.0710927293291678,0.00330578373667113,0.00669220930367214,0.0644005200254957,0.0777849386328399,7.12591613603315e-23,0.999418680485547,0.998218094387019,0.999908260066737,0.999702985094786,0.998215535959294,2.85319452073052,0.222260300107243,0.00568131067245568,0.879257896216695,1.74599501373412,-106.102746577014
E7,p9,0.0393865775223521,0.00182128651305712,0.00368700178784442,0.0356995757345077,0.0430735793101966,5.85708211734147e-23,0.999418680485547,0.998218094387019,0.999908260066737,0.999702985094786,0.998215535959294,2.85319452073052,0.222260300107243,0.00568131067245568,0.879257896216695,1.74599501373412,-106.102746577014
E8,p1,0.248650997921436,0.0803155490668625,0.162590328802342,0.0860606691190941,0.411241326723778,0.003675424445484,0.996945632959412,0.99898630129934,0.976437467355486,0.995863764219216,0.996131589990783,48.1115190063926,0.124231353789944,0.806123785385518,37.0410935348672,10.1400703323499,18.2008780460897
E8,p2,0.0250222853466728,0.00889002210288028,0.0179969088621193,0.00702537648455357,0.0430191942087921,0.00769441317595122,0.996945632959412,0.99898630129934,0.976437467355486,0.995863764219216,0.996131589990783,48.1115190063926,0.124231353789944,0.806123785385518,37.0410935348672,10.1400703323499,18.2008780460897
E8,p3,0.01,0.0994043272968426,0.201233540047324,-0.191233540047324,0.211233540047324,0.920397505369023,0.996945632959412,0.99898630129934,0.976437467355486,0.995863764219216,0.996131589990783,48.1115190063926,0.124231353789944,0.806123785385518,37.0410935348672,10.1400703323499,18.2008780460897
E8,p5,0.276855348745411,0.118949802554239,0.240801286089282,0.0360540626561288,0.517656634834693,0.025364483556602,0.996945632959412,0.99898630129934,0.976437467355486,0.995863764219216,0.996131589990783,48.1115190063926,0.124231353789944,0.806123785385518,37.0410935348672,10.1400703323499,18.2008780460897
E8,p7,0.076652944067037,0.0118462523673289,0.0239814841566491,0.0526714599103879,0.100634428223686,1.29041750319385e-07,0.996945632959412,0.99898630129934,0.976437467355486,0.995863764219216,0.996131589990783,48.1115190063926,0.124231353789944,0.806123785385518,37.0410935348672,10.1400703323499,18.2008780460897
E8,p9,0.0410009973536433,0.00624660318314308,0.0126455870282288,0.0283554103254145,0.0536465843818721,9.63062466221578e-08,0.996945632959412,0.99898630129934,0.976437467355486,0.995863764219216,0.996131589990783,48.1115190063926,0.124231353789944,0.806123785385518,37.0410935348672,10.1400703323499,18.2008780460897
E9,p1,0.311223706665729,0.16370636354843,0.331406206962693,-0.0201825002969643,0.642629913628422,0.0648914441734495,0.996589935963261,0.993339906817246,0.981342403279189,0.994122311512834,0.998439696209989,52.9308991278553,1.19842587674636,1.47438188701354,47.0661956062036,3.19189575789175,22.4013663827361
E9,p2,0.0300298873237045,0.0109436428060677,0.0221542466285407,0.00787564069516376,0.0521841339522451,0.00921204260503175,0.996589935963261,0.993339906817246,0.981342403279189,0.994122311512834,0.998439696209989,52.9308991278553,1.19842587674636,1.47438188701354,47.0661956062036,3.19189575789175,22.4013663827361
E9,p3,0.01,0.173098396293605,0.350419383239295,-0.340419383239295,0.360419383239295,0.954234071271234,0.996589935963261,0.993339906817246,0.981342403279189,0.994122311512834,0.998439696209989,52.9308991278553,1.19842587674636,1.47438188701354,47.0661956062036,3.19189575789175,22.4013663827361
E9,p5,0.26847612405242,0.0888277843057947,0.179822448141882,0.0886536759105376,0.448298572194302,0.00447231689360751,0.996589935963261,0.993339906817246,0.981342403279189,0.994122311512834,0.998439696209989,52.9308991278553,1.19842587674636,1.47438188701354,47.0661956062036,3.19189575789175,22.4013663827361
E9,p7,0.0333139347034806,0.00361195618816474,0.00731202302762643,0.0260019116758542,0.040625957731107,3.07449684383661e-11,0.996589935963261,0.993339906817246,0.981342403279189,0.994122311512834,0.998439696209989,52.9308991278553,1.19842587674636,1.47438188701354,47.0661956062036,3.19189575789175,22.4013663827361
E9,p9,0.0168979406920322,0.00178083138414566,0.00360510466097575,0.0132928360310565,0.020503045353008,1.43772727278724e-11,0.996589935963261,0.993339906817246,0.981342403279189,0.994122311512834,0.998439696209989,52.9308991278553,1.19842587674636,1.47438188701354,47.0661956062036,3.19189575789175,22.4013663827361
E10,p1,0.337782204366464,0.07128573708359,0.144310430122183,0.193471774244281,0.482092634488647,2.99529004972233e-05,0.998731284312404,0.997350375146786,0.998639593397231,0.998561318378803,0.997220338942091,25.7939442736715,0.780417694493982,0.0961717649976008,16.793619582536,8.12373523164383,-9.22792478483539
E10,p2,0.025643761540931,0.00434515292792843,0.00879630222860332,0.0168474593123276,0.0344400637695343,7.76605333426537e-07,0.998731284312404,0.997350375146786,0.998639593397231,0.998561318378803,0.997220338942091,25.7939442736715,0.780417694493982,0.0961717649976008,16.793619582536,8.12373523164383,-9.22792478483539
E10,p3,0.01,0.0791294858258197,0.160189269299144,-0.150189269299144,0.170189269299144,0.900101291307644,0.998731284312404,0.997350375146786,0.998639593397231,0.998561318378803,0.997220338942091,25.7939442736715,0.780417694493982,0.0961717649976008,16.793619582536,8.12373523164383,-9.22792478483539
E10,p5,0.104901964620656,0.0286797852707264,0.058059189924307,0.046842774696349,0.162961154544963,0.000768324554522592,0.998731284312404,0.997350375146786,0.998639593397231,0.998561318378803,0.997220338942091,25.7939442736715,0.780417694493982,0.0961717649976008,16.793619582536,8.12373523164383,-9.22792478483539
E10,p7,0.0477946806073899,0.00412837742259669,0.00835746316073067,0.0394372174466593,0.0561521437681206,5.00954006999314e-14,0.998731284312404,0.997350375146786,0.998639593397231,0.998561318378803,0.997220338942091,25.7939442736715,0.780417694493982,0.0961717649976008,16.793619582536,8.12373523164383,-9.22792478483539
E10,p9,0.0232807409018294,0.00199476512116551,0.00403819086966262,0.0192425500321667,0.027318931771492,3.93664769066636e-14,0.998731284312404,0.997350375146786,0.998639593397231,0.998561318378803,0.997220338942091,25.7939442736715,0.780417694493982,0.0961717649976008,16.793619582536,8.12373523164383,-9.22792478483539
