param,estimate,SE,MOE_95,CI_low,CI_high,p_value
p1,0.008598588407039642,0.0016909637369373455,0.003426217979037987,0.005172370428001656,0.012024806386077629,1.0843763796544717e-05
p2,0.09996920078992844,0.10928040223557083,0.22142312736650302,-0.12145392657657458,0.3213923281564315,0.3662226064812655
p3,0.001703294226899743,0.002461210472880865,0.004986886110079518,-0.0032835918831797747,0.006690180336979261,0.49322290583415895
p4,0.22677189111709595,0.11510440232780572,0.2332236724580702,-0.006451781340974266,0.45999556357516613,0.05634104898477259
p6,0.13617166876792908,0.0479899952498375,0.0972369666760235,0.03893470209190558,0.23340863544395257,0.00733664628283658
p8,0.0696474090218544,0.025192100023475387,0.05104404319544128,0.018603365826413122,0.12069145221729569,0.008832848657793399
p9,2.1316905986168422e-05,0.005923065855934563,0.01200127139531967,-0.011979954489333502,0.012022588301305839,0.997147782489427
w0 (estimated),0.054560303688049316,,,,,
x0 (fixed),6.101893901824951,,,,,
y0 (fixed),40.325279235839844,,,,,
z0 (fixed),0.1568724364042282,,,,,
W0 (fixed),0.0,,,,,
