param,estimate,SE,MOE_95,CI_low,CI_high,p_value
p1,0.004734865389764309,0.0023341051226025886,0.0047293462073350005,5.519182429308475e-06,0.00946421159709931,0.04974675466411588
p2,0.0999571904540062,0.2181171656859358,0.4419473571701146,-0.3419901667161084,0.5419045476241208,0.6494367388589544
p3,0.0015286405105143785,0.0047201926713164866,0.009564018814666703,-0.008035378304152324,0.011092659325181081,0.7478741946426382
p4,0.364128440618515,0.5296644580298054,1.0732021327943897,-0.7090736921758747,1.4373305734129047,0.4960736645950876
p6,0.09101942181587219,0.09321767579143579,0.18887695210969827,-0.09785753029382607,0.27989637392557043,0.33519846156201694
p8,0.04585610702633858,0.047639747648431464,0.09652729762586057,-0.05067119059952199,0.14238340465219915,0.34201740750227505
p9,1.7940697944140993e-05,0.019138056491766302,0.0387773858206422,-0.03875944512269806,0.03879532651858634,0.9992570707916166
w0 (estimated),0.040792468935251236,,,,,
x0 (fixed),7.242109298706055,,,,,
y0 (fixed),68.10994720458984,,,,,
z0 (fixed),0.01321801170706749,,,,,
W0 (fixed),0.0,,,,,
