param,estimate,SE,MOE_95,CI_low,CI_high,p_value
p1,0.010042630136013031,0.0012961552063738785,0.002626259910070692,0.007416370225942339,0.012668890046083722,2.926668438914718e-09
p2,0.09861114621162415,0.0983550684508243,0.19928629839577233,-0.10067515218414819,0.2978974446073965,0.32256433489203906
p3,0.002646464155986905,0.0022683282281971864,0.0045960695596493125,-0.0019496054036624074,0.007242533715636218,0.2507953871162515
p4,0.28899675607681274,0.12605789922685406,0.25541756531873466,0.03357919075807808,0.5444143213955475,0.02765691127723067
p6,0.1833503097295761,0.05775028608891374,0.11701319441113184,0.06633711531844427,0.30036350414070795,0.003017098027971239
p8,0.0932677611708641,0.029733664684167573,0.060246127281295137,0.03302163388956897,0.15351388845215924,0.0033431717348979405
p9,0.0008079811814241111,0.004239555716268727,0.008590155838895672,-0.007782174657471561,0.009398137020319783,0.8498952933056236
w0 (estimated),0.024225354194641113,,,,,
x0 (fixed),6.052127361297607,,,,,
y0 (fixed),41.27791976928711,,,,,
z0 (fixed),0.1707180142402649,,,,,
W0 (fixed),0.0,,,,,
