param,estimate,SE,MOE_95,CI_low,CI_high,p_value
p1,0.008819685317575932,0.001803528942927552,0.0036542967510146624,0.005165388566561269,0.012473982068590593,1.9792235717565292e-05
p2,0.0998309776186943,0.1318212341482008,0.2670951910982799,-0.1672642134795856,0.3669261687169742,0.45365380479769624
p3,0.0020230254158377647,0.002664215953092904,0.005398214284038756,-0.0033751888682009915,0.007421239699876521,0.45246460326830285
p4,0.25632378458976746,0.1301272593817033,0.26366287219384116,-0.007339087604073702,0.5199866567836087,0.05638247211787047
p6,0.16520102322101593,0.06009254753035768,0.12175906689022924,0.043441956330786693,0.2869600901112452,0.00918680802156164
p8,0.0848345011472702,0.0313831595138613,0.06358832127302605,0.021246179874244153,0.14842282242029625,0.010311075591284474
p9,0.00017609717906452715,0.005397767215740642,0.010936915249719308,-0.01076081807065478,0.011113012428783835,0.9741497272654308
w0 (estimated),0.049968402832746506,,,,,
x0 (fixed),6.101893901824951,,,,,
y0 (fixed),40.325279235839844,,,,,
z0 (fixed),0.1568724364042282,,,,,
W0 (fixed),0.0,,,,,
