Set,t,w_exp,w_GA,x_exp,x_GA,y_exp,y_GA,z_exp,z_GA,I_GA
E4,0,0.0133695853454441,0.0197624407391462,5.99608098946125,5.99608098946125,41.0121960654635,41.0121960654635,0.191761753848805,0.191761753848805,0
E4,3,0.0894174551772342,0.0834150591212516,5.45067219686733,5.76326340296361,39.2330595323445,39.9583658926811,0.949669727213243,0.789870920065371,0.133295185679606
E4,6,0.337698794571686,0.30881636074298,4.4733191950001,4.92910379620341,36.0231631812364,36.1874405624508,3.04449931505053,3.00200180777783,0.659559607559117
E4,9,0.802538265052423,0.792053014877225,3.05305987638162,3.05891906881714,28.9305986400374,26.8096799973141,7.31855338986221,8.50112952971026,2.2654855647265
E4,12,1.24849176065908,1.1828019669589,1.50180655935501,1.2366926808573,17.6529018209792,15.1880782424027,13.7888026562551,15.2488384441442,5.31385875542681
E4,15,1.31246310215958,1.22393130496843,0.442608567140445,0.414377456626743,6.50555319693959,7.64977945957377,19.8119012324689,19.6337255596255,8.99437383206023
E4,18,0.988924531773596,1.09268701405245,0.0577566434055078,0.14670946035673,1.07285781509613,3.98819456276278,22.6160476985199,21.8334902923536,12.4894328836641
E4,21,0.744709003108631,0.92581089911376,0,0.0596652657642281,0,2.26775651502438,23.4259044107476,22.9346408039455,15.5178893482063
E4,24,0.694141847690025,0.768702047421662,0,0.0280784652866472,0,1.41287735700367,23.8316842242199,23.5266301808488,18.0550435084528
E4,27,0.693771738982158,0.63254401349177,0,0.0150627678136681,0,0.955488109775832,23.8607332557042,23.8662758692334,20.1513426880545
E4,30,0.684686673462719,0.518170611964626,0,0.00903398672640389,0,0.692909940213965,23.7782164643052,24.0676277528912,21.8721747455447
