Set,t,w_exp,w_GA,x_exp,x_GA,y_exp,y_GA,z_exp,z_GA,I_GA
E2,0,0.0445527988389164,0.0259453122985562,3.86211277855056,3.86211277855056,24.544697590697,24.544697590697,0.587521818951858,0.587521818951858,0
E2,3,0.19286140133923,0.118641178687205,3.60510462220808,3.70049199333729,23.311751139095,23.8058623516992,1.30564396112744,0.980424365277077,0.184126787196817
E2,6,0.55955722679366,0.457620108974283,3.01130774423867,3.09335793405223,20.9592638232898,21.0257689498294,2.82356945548267,2.53075763834034,0.956048011489107
E2,9,1.08648849577432,1.10048020081488,1.95415005683592,1.80629174713532,16.3711516896464,14.5185571607364,5.70937680690384,6.16551315802887,3.27336560818105
E2,12,1.45262526686923,1.42023039092981,0.762615256914597,0.725186360655828,9.21241611206579,7.75311784661757,9.2192217951268,9.89894476173728,7.20435040537803
E2,15,1.34910924573651,1.27036805027358,0.13152396943566,0.279525446166492,3.03755927620579,4.02617786726357,11.7921077843879,11.9132645544416,11.3107902231314
E2,18,0.876404027417909,0.989274087694957,0,0.127130198630973,0.436807994805367,2.34210629397496,13.1991097997722,12.7642442553099,14.7045434074216
E2,21,0.557068638755347,0.733156435710412,0,0.0699950659998218,0,1.5533058513779,13.6148196116338,13.0783240158615,17.2751641286857
E2,24,0.474711978939233,0.533396631161995,0,0.0451802719262178,0,1.14891590923367,13.2148426332026,13.1406514225433,19.1608013055521
E2,27,0.467326215903193,0.385616633763625,0,0.0328952345130571,0,0.923000845888729,12.8942431008834,13.0734819871923,20.5276855193085
E2,30,0.474055102108446,0.278549261055679,0,0.026155892184753,0,0.787697073551544,12.8412598222698,12.9341600545863,21.515171954011
