param,estimate,SE,MOE_95,CI_low,CI_high,p_value
p1,0.0077551971189677715,0.0018935797116643904,0.0038367569399192216,0.00391844017904855,0.011591954058886994,0.00021989557528888208
p2,0.029555482789874077,0.15255293796957156,0.3091016131268931,-0.279546130337019,0.3386570959167672,0.8474398210912757
p3,0.002918100915849209,0.005108440408000534,0.01035068345252403,-0.007432582536674821,0.013268784368373239,0.5712966392650409
p4,0.27597638964653015,0.20032308363275741,0.405893122227443,-0.12991673258091285,0.6818695118739732,0.17658577141621734
p6,0.12802784144878387,0.057831626565260974,0.1171780058712458,0.010849835577538075,0.24520584732002967,0.03308636842963446
p8,0.06457465142011642,0.029984314747647837,0.06075399255077662,0.003820658869339806,0.12532864397089305,0.037855311135703576
p9,0.00029938292573206127,0.008674176397629834,0.01757555083986256,-0.0172761679141305,0.01787493376559462,0.9726525883481694
w0 (estimated),0.05513998121023178,,,,,
x0 (fixed),5.6045308113098145,,,,,
y0 (fixed),41.20490264892578,,,,,
z0 (fixed),0.06092072278261185,,,,,
W0 (fixed),0.0,,,,,
