param,estimate,SE,MOE_95,CI_low,CI_high,p_value
p1,0.02670687809586525,0.005491773470192109,0.01112739001396647,0.01557948808189878,0.03783426810983172,2.1519368344708273e-05
p2,0.0014574441593140364,0.16814609931148855,0.3406963591126822,-0.33923891495336816,0.34215380327199624,0.9931308098503244
p3,0.006041985936462879,0.005088410484394217,0.010310098972277863,-0.004268113035814983,0.016352084908740742,0.2426366218893413
p4,0.3648539185523987,0.24276319128235002,0.49188494847719155,-0.12703102992479287,0.8567388670295902,0.1413473604264508
p6,0.23868083953857422,0.0893985876793235,0.18113874456129228,0.05754209497728194,0.4198195840998665,0.011205556962924945
p8,0.11572306603193283,0.0444186086865551,0.09000065013893727,0.025722415892995565,0.2057237161708701,0.013145137465046454
p9,0.006759942974895239,0.007472756051750739,0.01514124199011251,-0.008381299015217272,0.02190118496500775,0.37152387800245923
w0 (estimated),0.04238096624612808,,,,,
x0 (fixed),3.0825417041778564,,,,,
y0 (fixed),16.7020320892334,,,,,
z0 (fixed),0.11563242971897125,,,,,
W0 (fixed),0.0,,,,,
