param,estimate,SE,MOE_95,CI_low,CI_high,p_value
p1,0.29118603467941284,0.026225346778147238,0.05309043896424882,0.23809559571516403,0.34427647364366165,1.7219419298722345e-13
p2,0.03780781105160713,0.0029713522401996206,0.006015188133986867,0.031792622917620264,0.043822999185594,2.8364993505909475e-15
p3,0.009999999776482582,0.03441769058530205,0.06967497195621339,-0.059674972179730806,0.07967497173269597,0.7729766727113568
p5,0.20017586648464203,0.01586762791478097,0.03212233334580924,0.16805353313883278,0.23229819983045127,3.6982014545792995e-15
p7,0.11617771536111832,0.005284348734465865,0.010697604738128296,0.10548011062299002,0.12687532009924662,3.2748248210564654e-23
p9,0.06180330365896225,0.0027966638241364917,0.005661549924005643,0.056141753734956605,0.06746485358296789,2.72952188857719e-23
w0 (estimated),0.0703076422214508,,,,,
x0 (fixed),6.02579927444458,,,,,
y0 (fixed),40.94336700439453,,,,,
z0 (fixed),0.1910342574119568,,,,,
W0 (fixed),0.0,,,,,
