param,estimate,SE,MOE_95,CI_low,CI_high,p_value
p1,0.25107598304748535,0.10813271075893065,0.21890322858836017,0.03217275445912518,0.46997921163584555,0.02569490031384588
p2,0.025959627702832222,0.01160588791548649,0.023494891763127294,0.0024647359397049276,0.049454519465959516,0.031248003200451763
p3,0.009999999776482582,0.13494094024406655,0.27317365190288206,-0.2631736521263995,0.28317365167936465,0.9413143861967984
p5,0.2663346529006958,0.15082672545708875,0.3053327427772833,-0.03899808987658748,0.5716673956779791,0.08545816104233635
p7,0.07609540969133377,0.015187934929334805,0.030746366832820123,0.04534904285851365,0.10684177652415389,1.2857879332858909e-05
p9,0.04074990004301071,0.008022268890272828,0.01624023432280086,0.02450966572020985,0.05699013436581157,1.0351130212220705e-05
w0 (estimated),0.07915246486663818,,,,,
x0 (fixed),4.945276737213135,,,,,
y0 (fixed),68.1450424194336,,,,,
z0 (fixed),0.0,,,,,
W0 (fixed),0.0,,,,,
