Set,t,w_exp,w_GA,x_exp,x_GA,y_exp,y_GA,z_exp,z_GA,I_GA
E1,0,0.0284078176119549,0.0317681168774854,3.04938862438354,3.04938862438354,16.6271957089034,16.6271957089034,0.125032128741263,0.125032128741263,0
E1,3,0.126759236742647,0.127887071922717,2.67941113174594,2.82953109983066,15.7722264740633,15.9466924139602,0.672535114538893,0.538859988955347,0.208345581534505
E1,6,0.404911450123309,0.442610027355107,1.97020964867483,2.14095256416963,13.5884083140535,13.6931488654959,2.25008256009573,1.9276436019417,0.984780308691186
E1,9,0.88618582669028,1.03924931742846,1.02883964081315,0.975341805420625,9.02633465409287,8.93157674961008,5.0620138079419,4.82502994909826,3.17387494619709
E1,12,1.36906675166476,1.44232637956467,0.320898165342408,0.245703154841959,3.55190058604375,4.22589769259861,8.05534934706761,7.66100616229251,7.01255076499443
E1,15,1.56440361023456,1.41075589987655,0.0443610089741122,0.0512922035760825,0.611802151333608,1.80585034536867,9.60415489175018,9.17167060762229,11.3744699116889
E1,18,1.33996140584663,1.18706724173195,0,0.0125669610904695,0,0.84164493579143,9.74476014544434,9.82075421003061,15.2905611978192
E1,21,0.85103255275064,0.941847583300566,0,0.00399829099893864,0,0.451923913995004,9.72467230786865,10.082758462862,18.4791999782555
E1,24,0.561194315428631,0.729625436686197,0,0.00163093182143025,0,0.277641448775802,9.98572781050296,10.1591904893417,20.9759576260562
E1,27,0.51000058432189,0.559714045867418,0,0.000817304693317158,0,0.190696936910712,10.1284836498905,10.1325566503293,22.8996385283317
E1,30,0.518185926119222,0.427964960710908,0,0.000481562920347881,0,0.142991866991365,10.1256256124484,10.0421669912943,24.372478813599
