Set,t,w_exp,w_GA,x_exp,x_GA,y_exp,y_GA,z_exp,z_GA,I_GA
E5,0,0.0192151255228412,0.0124569489985539,4.50111119781532,4.50111119781532,42.3244781187944,42.3244781187944,0.0345520010031608,0.0345520010031608,0
E5,3,0.107238669033427,0.0546980748581213,4.23724056363904,4.43345179995,41.3933150040557,41.7741048457314,0.307748481033348,0.314099570817445,0.0858731611916535
E5,6,0.365324394511598,0.22411219651369,3.92706019308598,4.15775225236622,39.3301094818856,39.6779211520636,1.45655744252913,1.46173631693006,0.449938799273891
E5,9,0.83403456961684,0.723927094723271,3.32628152241996,3.29456137562,34.3015599058978,33.0310116994223,4.59151578676568,5.16500770628388,1.76950138095855
E5,12,1.3720813150026,1.40674883601553,2.10551453825772,1.86096661521687,23.7604413391992,21.0986265828744,10.2587952589446,11.8515177181063,5.00845232708663
E5,15,1.68985361006842,1.64995896496177,0.779628522270468,0.809301523356575,10.5282605882478,10.9826507710568,16.7688167109681,17.5965406644636,9.73030604108805
E5,18,1.56141684568601,1.50684125163981,0.126011894106618,0.34778528390015,2.46602929266158,5.66387143272697,20.8379699331587,20.7397937232373,14.5196780280854
E5,21,1.12679014542901,1.25559943204284,0,0.167285379456487,0.202321594047001,3.19025009839767,22.5796627547198,22.3197466750883,18.6699495855519
E5,24,0.854006073032818,1.0105697505852,0,0.0919758440467212,0,1.99517462375611,23.6990360222768,23.1731568156312,22.0619990237246
E5,27,0.798732395362868,0.801050292659065,0,0.0570568358840664,0,1.37138538369165,24.1877176352029,23.6808709654077,24.7696122654346
E5,30,0.801905419932364,0.630034074311389,0,0.0391392643537396,0,1.01980022719589,24.1892637390625,24.0080491199063,26.9070018330462
