Set,t,w_exp,w_GA,x_exp,x_GA,y_exp,y_GA,z_exp,z_GA,I_GA
E8,0,0.0110313692900243,0.0369011049146534,5.02958243312733,5.02958243312733,68.0657074507186,68.0657074507186,0,0,0
E8,3,0.0628150924001521,0.0933469862101788,4.21661889545629,4.62913709452966,67.1168176060714,65.8390920125847,0.226734182978189,1.21937464708138,0.183273457718253
E8,6,0.216801905706678,0.217361869694802,3.33746508062321,3.78543694374283,64.6402365987893,60.8441296850135,1.47071621720878,4.00309710345954,0.627753484145816
E8,9,0.516964824059556,0.430817074214002,2.30892267937218,2.4599442569111,58.6040846176603,51.4553646402269,4.78479290159836,9.23445807679749,1.57990827355317
E8,12,0.866310837754324,0.676874558173556,1.4132332126923,1.15620725538867,46.8189497841068,38.4004557933031,10.6573620809227,16.4527837532424,3.2477397484319
E8,15,0.983907743284583,0.847459805613315,0.784382991162773,0.405523915181435,28.1026243108448,25.5960592103629,19.4403070075909,23.4960211461198,5.56222867915279
E8,18,0.77409362665123,0.908881594414225,0.301500625991881,0.121712953212878,10.2497755618378,16.0655082084262,29.013193414979,28.7704871210622,8.22087999419897
E8,21,0.639876709445464,0.896574568681758,0.0536012682108963,0.0355124943204265,1.75337814642479,9.97418899428678,34.7492947037278,32.2159729224119,10.9419743737383
E8,24,0.705802096602197,0.848896078580497,0,0.01082909622211,0.0432368393009974,6.2988114855549,36.6424902152861,34.3789319868265,13.5655753073577
E8,27,0.828321451968813,0.787838228831279,0,0.00356123046355689,0,4.09542002110978,37.204869854467,35.7546740487191,16.0223514518719
E8,30,0.912602683372765,0.723782754028711,0,0.00127594188055699,0,2.75236149850241,37.3443022345585,36.6629983851642,18.2897890645157
