param,estimate,SE,MOE_95,CI_low,CI_high,p_value
p1,0.0048891035839915276,0.0014136310460345365,0.0028642885709791338,0.002024815013012394,0.007753392154970661,0.001382882116628826
p2,0.09992926567792892,0.1320696517812565,0.2675985330340609,-0.16766926735613197,0.3675277987119898,0.4540564086539619
p3,0.0018127510556951165,0.0029083327073821563,0.005892841811678769,-0.004080090755983652,0.007705592867373885,0.5369138119628865
p4,0.16366273164749146,0.20100836347822104,0.4072816310853871,-0.24361889943789566,0.5709443627328785,0.42073500703068456
p6,0.09989682585000992,0.08348049880789352,0.1691475574944644,-0.06925073164445447,0.26904438334447434,0.23905514810642697
p8,0.05063800513744354,0.042798453641760166,0.08671790419823518,-0.036079899060791634,0.1373559093356787,0.24428705786735766
p9,2.2173688194015995e-05,0.012552056042599413,0.025432881349033917,-0.0254107076608399,0.025455055037227933,0.9985999974367452
w0 (estimated),0.019086113199591637,,,,,
x0 (fixed),6.0969038009643555,,,,,
y0 (fixed),78.09254455566406,,,,,
z0 (fixed),0.8276510834693909,,,,,
W0 (fixed),0.0,,,,,
