param,estimate,SE,MOE_95,CI_low,CI_high,p_value
p1,0.004017935134470463,0.0017140609631621465,0.003473017404731557,0.0005449177297389058,0.00749095253920202,0.024551913634055445
p2,0.09997329860925674,0.3416532198303433,0.692255178989869,-0.5922818803806122,0.7922284775991257,0.7714501954381929
p3,0.00024421498528681695,0.0042923389001874096,0.008697104728326386,-0.008452889743039569,0.008941319713613203,0.9549345493019818
p4,0.30662500858306885,0.39242633343593897,0.7951312791020477,-0.4885062705189789,1.1017562876851166,0.4395638787943259
p6,0.16285273432731628,0.12470673266947563,0.25267984182387754,-0.08982710749656125,0.4155325761511938,0.19965257829098587
p8,0.0816371738910675,0.06346827645758603,0.12859894339980865,-0.04696176950874115,0.21023611729087616,0.2063406587090215
p9,1.5564688510494307e-05,0.014962959461688873,0.03031783568588409,-0.030302270997373596,0.030333400374394585,0.9991756173363087
w0 (estimated),0.02993609756231308,,,,,
x0 (fixed),5.180769443511963,,,,,
y0 (fixed),68.1485595703125,,,,,
z0 (fixed),0.019215669482946396,,,,,
W0 (fixed),0.0,,,,,
