Experiment,Parameter,Estimate,SE,MoE,CI95_low,CI95_high,PValue,R2_adj,RSS_global,AIC,cond_JTJ,used_pinv
E1,p1,0.14011958944828,0.023125446964021,0.04681501987182,0.0933045695764601,0.1869346093201,4.7232737012694e-07,0.997053262870493,1.81243256392767,-126.068597980524,22032.3354997411,0
E1,p2,0.017914439330742,0.00561213271791031,0.011361168721237,0.00655327060950496,0.029275608051979,0.0028339428856673,0.997053262870493,1.81243256392767,-126.068597980524,22032.3354997411,0
E1,p3,0.260641548890247,0.0396114998894383,0.0801892891999785,0.180452259690269,0.340830838090225,9.15226882271874e-08,0.997053262870493,1.81243256392767,-126.068597980524,22032.3354997411,0
E1,p5,0.644905170675836,0.105472018371474,0.213516938447228,0.431388232228608,0.858422109123063,3.96578075923839e-07,0.997053262870493,1.81243256392767,-126.068597980524,22032.3354997411,0
E1,p7,0.325640606757533,0.0297636118585324,0.0602532821433541,0.265387324614179,0.385893888900887,2.64601237020839e-13,0.997053262870493,1.81243256392767,-126.068597980524,22032.3354997411,0
E1,p9,0.176775926338292,0.0159721197685815,0.0323338660448194,0.144442060293473,0.209109792383111,1.89074810192505e-13,0.997053262870493,1.81243256392767,-126.068597980524,22032.3354997411,0
E2,p1,0.265093806435476,0.0505093574895913,0.102250848524872,0.162842957910604,0.367344654960348,6.09615687697686e-06,0.997648488830713,2.86290848530613,-105.953198938586,22252.5603834054,0
E2,p2,0.0456978142931091,0.00749399748324316,0.0151708047694484,0.0305270095236607,0.0608686190625576,4.17844132445829e-07,0.997648488830713,2.86290848530613,-105.953198938586,22252.5603834054,0
E2,p3,0.0517795263372278,0.0676116227536754,0.136872574515158,-0.0850930481779304,0.188652100852386,0.448504018657776,0.997648488830713,2.86290848530613,-105.953198938586,22252.5603834054,0
E2,p5,0.262729664746819,0.0418318475304954,0.0846841480063902,0.178045516740429,0.347413812753209,2.34781744128868e-07,0.997648488830713,2.86290848530613,-105.953198938586,22252.5603834054,0
E2,p7,0.154274383579287,0.0135133858381616,0.0273564194254651,0.126917964153822,0.181630803004752,7.5898951084816e-14,0.997648488830713,2.86290848530613,-105.953198938586,22252.5603834054,0
E2,p9,0.0773898910284097,0.00675257764192309,0.0136698787696715,0.0637200122587381,0.0910597697980812,6.76489212999312e-14,0.997648488830713,2.86290848530613,-105.953198938586,22252.5603834054,0
E3,p1,0.300271655986615,0.0805650572405598,0.163095431693023,0.137176224293592,0.463367087679638,0.00062884659182594,0.995551792496862,5.24093436938552,-79.3480825451136,28600.2799037827,0
E3,p2,0.0538648765328933,0.0115717440109636,0.023425771042078,0.0304391054908153,0.0772906475749713,3.87803720257209e-05,0.995551792496862,5.24093436938552,-79.3480825451136,28600.2799037827,0
E3,p3,0.0267224558931692,0.102085837890648,0.206661974443891,-0.179939518550721,0.23338443033706,0.794916662894495,0.995551792496862,5.24093436938552,-79.3480825451136,28600.2799037827,0
