Experiment,Parameter,Estimate,SE,MoE,CI95_low,CI95_high,PValue,R2_adj,RSS_global,AIC,cond_JTJ,used_pinv
E1,p1,0.133067667484283,0.0370176122456701,0.0749382381920908,0.0581294292921927,0.208005905676374,0.000920462000915711,0.98753077863665,7.66937186878872,-62.5957460532791,20506.2841607773,0
E1,p2,0.00999999977648258,0.0074943743536114,0.0151715677036225,-0.00517156792713988,0.025171567480105,0.19003565426216,0.98753077863665,7.66937186878872,-62.5957460532791,20506.2841607773,0
E1,p3,0.17918449640274,0.0660510354807105,0.133713330747493,0.0454711656552477,0.312897827150233,0.00996828206686086,0.98753077863665,7.66937186878872,-62.5957460532791,20506.2841607773,0
E1,p5,0.409311413764954,0.122472872920703,0.247933369178203,0.161378044586751,0.657244782943156,0.00187629558675826,0.98753077863665,7.66937186878872,-62.5957460532791,20506.2841607773,0
E1,p7,0.242396980524063,0.0362697857446703,0.0734243425878481,0.168972637936215,0.315821323111911,6.62007259158537e-08,0.98753077863665,7.66937186878872,-62.5957460532791,20506.2841607773,0
E1,p9,0.131683051586151,0.0195170783168623,0.0395102594412688,0.0921727921448823,0.17119331102742,5.41882762704573e-08,0.98753077863665,7.66937186878872,-62.5957460532791,20506.2841607773,0
E2,p1,0.184392467141151,0.0564166078229201,0.11420945162443,0.0701830155167216,0.298601918765581,0.00229984045847665,0.995101155913906,5.9642252545724,-73.6597903519142,17444.5892057493,0
E2,p2,0.0283547323197126,0.00892738884625577,0.018072553879333,0.0102821784403796,0.0464272861990456,0.00295947826067671,0.995101155913906,5.9642252545724,-73.6597903519142,17444.5892057493,0
E2,p3,0.132869362831116,0.0775938027530668,0.157080441449045,-0.0242110786179291,0.289949804280161,0.0949787156048331,0.995101155913906,5.9642252545724,-73.6597903519142,17444.5892057493,0
E2,p5,0.217151656746864,0.0469133553414589,0.0949711227627778,0.122180533984087,0.312122779509642,4.20282908271981e-05,0.995101155913906,5.9642252545724,-73.6597903519142,17444.5892057493,0
E2,p7,0.137331545352936,0.015567686745336,0.0315151341928678,0.105816411160068,0.168846679545804,9.871101823035e-11,0.995101155913906,5.9642252545724,-73.6597903519142,17444.5892057493,0
